vendor,tool_version,flow_stage,artifact_path,artifact_type,artifact_role,protected_property,provenance_evidence,mapped_threat_ids
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_compile.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=2E301189C0FDCAA4CB44B08005A1CB3A27F4713F682B8DF4D2E78E7EE6347A92; mtime=2026-06-12T04:42:34.7023339Z; size=2607","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_g5layout_dca.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=CCC83420B43E1C4F3782B52584F31879D3CD939846414494E5CA05E3605EC077; mtime=2026-06-12T04:44:55.8120116Z; size=356","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_generate_uic.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=DBAAD72FECD3510F28109E4B933C131520CE0CE7C62D49DF8A6FD89F6CD7A6F3; mtime=2026-06-12T04:44:24.3119780Z; size=993","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_mapper.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=80DA23948133E121257D66765B097EC3F5355CE2CE550D67C48A93D7A20DAC1D; mtime=2026-06-12T04:43:45.4524434Z; size=498","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project\designer\top\run_pa5snvmgen.tcl",".tcl","Flow command script","deployment artifact identity; integrity; authorization","sha256=B5AE45BC9A892C38CFFC72FA2C478BD6E1567CCB0C7095861B9421AD985C908C; mtime=2026-06-12T04:44:55.5776396Z; size=408","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_pinrpt.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=432B1BC00CB941545822F85ED4BD4ED0D60067FBAF74198EFA8791E588CFF6A5; mtime=2026-06-12T04:43:26.3743654Z; size=340","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_placer.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=761CCA72F7DFFF7E8F0FB0E0D0863B3FEA4EFD6FD18E909DDE2E39E2BFE6A01D; mtime=2026-06-12T04:42:48.0307023Z; size=880","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_placer_st_shell_cmd.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=1C1745B1AD7D4E09CC198A1D6A9A199C8555345ECFE0BA639DC8D8993FC91E9B; mtime=2026-06-12T04:42:38.2959665Z; size=1017","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_placer_st_shell_des.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=FC99E39DFD6CF652B3052ACB5AB1941B6AF1EC24DA832B8F3BF686F302640610; mtime=2026-06-12T04:42:38.2959665Z; size=684","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_router.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=8BE94943B60846E6FB19C74DABE068A3DF629C3523A8D863D31E07AC889BF450; mtime=2026-06-12T04:43:11.7026276Z; size=555","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_tao.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=114BEDAFC32006D6589B9ABB822A3F8405EF42AB398FAE5614835513C9A511B1; mtime=2026-06-12T04:42:26.1714637Z; size=533","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_tao_adl.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=5B134868321DCA71E347247B6EA427B6A9B484653D5BA0145AD58F13A009B110; mtime=2026-06-12T04:42:37.7960566Z; size=763","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_tao_adl_vt.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=EAC916425A95E9250834EBD8AA54B64B712CEE3423F8040FD9E86C4BCC38B2EE; mtime=2026-06-12T04:43:28.4525056Z; size=770","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_timrpt_st_shell_cmd.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=C6387BC0FEEC790004306578CFF7154EAA39979DB55E3CE921FB0624FD7808FE; mtime=2026-06-12T04:43:28.8743334Z; size=4771","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\run_timrpt_st_shell_des.tcl",".tcl","Flow command script","configuration integrity; design intent traceability","sha256=3958CDA716E7D25B30B4E45D056496A1C1A1868134ED05C03E49632862A7AAF1; mtime=2026-06-12T04:43:28.8743334Z; size=640","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project\designer\top\SNVM.cfg",".cfg","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=D6A50E6A149AD49B7392D76FE910D839CB3DF7B62AA6C9110439DF7B6D571E7A; mtime=2026-06-12T04:44:28.6714607Z; size=384","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\synthesis.fdc",".fdc","Toolchain artifact","configuration integrity; design intent traceability","sha256=6DF477E2B499FAA80034CB9D086D1AF1CBB66B3F60F88058E80AE08DBF93505B; mtime=2026-06-12T04:42:26.3744179Z; size=265","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\timing_analysis.sdc",".sdc","Timing constraints","configuration integrity; design intent traceability","sha256=CCB864579EFA83342D65C98A105F73DF1A014BFCD4C2F306261A2F9950C19950; mtime=2026-06-12T04:43:28.8586011Z; size=322","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\timing_analysis_jitter_report.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=7DABC3270284A9215970DBF9242CC1FF0935A0627FBC7C592CB3FF12BD835FA3; mtime=2026-06-12T04:43:28.8116959Z; size=723","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.adl",".adl","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=978E7049D9C99854E62D0B1832B777F88A7C8AC01F087B25A4FF32B4D6413AE5; mtime=2026-06-12T04:42:34.6713409Z; size=6836","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.afl",".afl","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=EF4F71D4BDD1C8F86A9A625F745FBC50034BD7278344607891006468F3087385; mtime=2026-06-12T04:43:11.4055605Z; size=8498","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.cfrt",".cfrt","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=0257E351E83F695F039EA5B38D9C340B5D0D24A430F099D4C1A08EA534ABAAD4; mtime=2026-06-12T04:43:11.4055605Z; size=3126","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.dca",".dca","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=3053324A55CE68A91D136002B7480088BBB5EF5AF4865BEB4A060CE3C5F06855; mtime=2026-06-12T04:44:56.1244111Z; size=655","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.hdr",".hdr","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=A8252E7434C832C0BD4BA2FCF66D17138CFD95C4AAA2E2259C255BFC0EC40F9F; mtime=2026-06-12T04:44:57.5618578Z; size=43368","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.loc",".loc","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=7DDBFE0F2EB606A22AE872A03D61DD226369A3BEDD0FB2DA9EBC8B84B0433B77; mtime=2026-06-12T04:43:26.0934627Z; size=3038","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.map",".map","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=68A95C3C45266B589CA0FB7393F07F7E783D9F81CE48E67A44CC282A707CFFBB; mtime=2026-06-12T04:44:02.3117079Z; size=419908","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\top.mvn.pdc",".pdc","Toolchain artifact","configuration integrity; design intent traceability","sha256=17D7C68FB555E4F2B463D02E6874ADE643D0A7EDB40A7C0B22439F7255E53BD0; mtime=2026-06-12T04:42:37.7024697Z; size=436","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\top.nmatinit.pdc",".pdc","Toolchain artifact","configuration integrity; design intent traceability","sha256=5325BF46A80927F05447E3D44C98BE11CCFA79B5D59AB22E9566923E36F02DF1; mtime=2026-06-12T04:43:26.1090500Z; size=7384","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top.nmatinit.txt",".txt","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=C6584CD3CC8001BC46A099EADD7BF4144E6EFF19F334E4717161D29B2EBC0F84; mtime=2026-06-12T04:43:26.1090500Z; size=4401","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project\designer\top\top.ppd",".ppd","Libero programming data","deployment artifact identity; integrity; authorization","sha256=C36111D952FC798379542E957AA05B3951098CDE68F18629D619989E3401C520; mtime=2026-06-12T04:44:48.9680815Z; size=4518589","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.seg",".seg","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=4F7B3B490ED31757657E58B8251CC9AC9D7F287DDDFD3E372EB47CB6EAABD577; mtime=2026-06-12T04:43:26.1090500Z; size=24510","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top.smat.seg",".seg","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=4F7B3B490ED31757657E58B8251CC9AC9D7F287DDDFD3E372EB47CB6EAABD577; mtime=2026-06-12T04:43:26.1090500Z; size=24510","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_bankrpt.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=D548FD07432CCDCB1052C18575F266A56D0D40B7F364799CE977AB8038DAA87A; mtime=2026-06-12T04:43:28.2337561Z; size=2805","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_compile_ioff.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=AA1B303DF4A2CC12987C0BF433E12DB24CD0AAC16BCB9BA8696E7159C8AAFF4B; mtime=2026-06-12T04:42:37.6088266Z; size=197","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_compile_ioff.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=5EFB6542F134BEA7E243BB46EDA67F42F12FC01F30DDD2B100833C5045418F07; mtime=2026-06-12T04:42:37.6088266Z; size=431","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_compile_netlist.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=0A67FB83E78AAF30DEC05AECF3F0B630D52B8E3690D384E350B63D0F31C13F92; mtime=2026-06-12T04:42:37.4679412Z; size=683","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project\designer\top\top_compile_netlist_hier_resources.csv",".csv","Provenance/evaluation manifest","release provenance; command history; auditability","sha256=ACA9A7EAD4E850D29779FDBFF2670BD7402042BE02D17700A2283B82AC21542E; mtime=2026-06-12T04:42:37.6088266Z; size=260","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_compile_netlist_resources.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=4443668242C6036ABBE01B578FCCE9852B63BB4AD4E1FC6694C0CF367F13A18D; mtime=2026-06-12T04:42:37.6088266Z; size=7425","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_compile_netlist_resources.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=66560D78287662DD881624B8760C21C00B2F9AC19064FBFE10E4274B3C3DD391; mtime=2026-06-12T04:42:37.5932261Z; size=9599","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_delayinstance.rpt",".rpt","Tool report","report integrity; signoff provenance; confidentiality","sha256=514BD3C38D9CAF3D97C502BE39B790750CF9A49AA78D3E17ABA8C752892B21F0; mtime=2026-06-12T04:43:26.1868271Z; size=754","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_fp.log",".log","Tool log","report integrity; signoff provenance; confidentiality","sha256=D1160DA86C10A16A424DAAE0A8F47FD184B11DFF0B5CC16ABA22CBBA060A0C45; mtime=2026-06-12T04:44:30.4054705Z; size=538","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","CI/CD Artifact Management",".\results\libero\project\designer\top\top_fp.tcl",".tcl","Flow command script","release provenance; command history; auditability","sha256=7F14BCFE7A0376AFEBAC3D6F3A4296B480B28171335675F6DEB795C6C7E4F231; mtime=2026-06-12T04:44:29.2182016Z; size=396","REL-1;REL-2;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_fp\projectData\top.pdb",".pdb","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=B02CAB53C3E0EEB4EB305449000F425631E33F52CEB54BB563F02AE6D056DDB4; mtime=2026-06-12T04:45:43.7335141Z; size=4941541","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\top_fp\top.def",".def","Toolchain artifact","configuration integrity; design intent traceability","sha256=6BA7475285A8D87C25D6F99659F2875C0CE7F881282AF9E73D34630BD0281637; mtime=2026-06-12T04:44:57.5775926Z; size=145","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_fp\top.pro",".pro","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=912BB8484F64B1AE60B2F8F2180B4F40A4C3FDBE31C172E7B6664F3C9D2EC412; mtime=2026-06-12T04:45:43.7494783Z; size=2841","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_fp\top.tcl",".tcl","Flow command script","transformation lineage; checkpoint integrity","sha256=1A6B7853EF85C559704E7937132BF96D84B31CC1406F4F885C48413705C3A4AE; mtime=2026-06-12T04:44:57.5775926Z; size=1344","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_fp\top_exportBitstream.log",".log","Tool log","transformation lineage; checkpoint integrity","sha256=75ADB6CF51134D80E31C773638897627455E75639812A7EF4787387D3CC5E3D4; mtime=2026-06-12T04:45:46.7807129Z; size=2666","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_fp\top_generateBitstream.log",".log","Tool log","transformation lineage; checkpoint integrity","sha256=E9623EC62A224DCE444C8DCCD998B0C380014D960BA438B102348FED81305967; mtime=2026-06-12T04:44:54.6865880Z; size=1108","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Report Generation",".\results\libero\project\designer\top\top_glb_net_report.xml",".xml","Toolchain artifact","report integrity; signoff provenance; confidentiality","sha256=3629A55310770FFAAB224B1DB4E621E4CAD6C5420094E8CAA1F537E14E0816D6; mtime=2026-06-12T04:43:11.4681442Z; size=2683","RPT-1;RPT-2;RPT-3"
"Microchip Libero SoC","Libero SoC 2025.2","Constraint and Configuration",".\results\libero\project\designer\top\top_has_io_constraints","","Toolchain artifact","configuration integrity; design intent traceability","sha256=90B6E97C8B356B6BE6E3D201B67ACD35A8F08DEB715DAE4AFB50B34965F5203E; mtime=2026-06-12T04:43:11.4055605Z; size=24","CFG-1;CFG-2;CFG-3"
"Microchip Libero SoC","Libero SoC 2025.2","Synthesis/Implementation Transformation",".\results\libero\project\designer\top\top_has_violations","","Toolchain artifact","transformation lineage; checkpoint integrity","sha256=0AE18CBBFC8ED07885AD43C1DF0C7666D7E2969F7C35BAC87FC01BF2395AD4A2; mtime=2026-06-12T04:43:45.4212450Z; size=629","TRN-1;TRN-2;TRN-3;RPT-2"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project\designer\top\top_init_all_stages.mem",".mem","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=FD60D5BD0DC597571E3DD9A8BA99EB0AF435012307F0277DDC473582988E3680; mtime=2026-06-12T04:44:28.5931861Z; size=37060","BSD-1;BSD-2;BSD-3"
"Microchip Libero SoC","Libero SoC 2025.2","Bitstream/Programming Artifact",".\results\libero\project\designer\top\top_init_all_stages_assembly.txt",".txt","Toolchain artifact","deployment artifact identity; integrity; authorization","sha256=2230576101639735CB25475942E1CF9320284962FAA40FE08B0DD3EC2BD48732; mtime=2026-06-12T04:44:28.3898532Z; size=17828","BSD-1;BSD-2;BSD-3"
